split,prompt,answer,corrupted_prompt
train,Solve the following and respond with only the final answer: 67+76=,143,Solve the following and respond with only the final answer: 67+72=
train,Solve the following and respond with only the final answer: What is 82 plus 33?,115,Solve the following and respond with only the final answer: What is 82 plus 71?
train,Solve the following and respond with only the final answer: What is 17 plus 63?,80,Solve the following and respond with only the final answer: What is 17 plus 70?
train,Solve the following and respond with only the final answer: What is 12 plus 79?,91,Solve the following and respond with only the final answer: What is 12 plus 29?
train,Solve the following and respond with only the final answer: 22+13=,35,Solve the following and respond with only the final answer: 22+50=
train,Solve the following and respond with only the final answer: What is 12 plus 28?,40,Solve the following and respond with only the final answer: What is 12 plus 30?
train,Solve the following and respond with only the final answer: 17+10=,27,Solve the following and respond with only the final answer: 17+54=
train,Solve the following and respond with only the final answer: What is 62 plus 56?,118,Solve the following and respond with only the final answer: What is 62 plus 22?
train,Solve the following and respond with only the final answer: What is 83 plus 56?,139,Solve the following and respond with only the final answer: What is 83 plus 12?
train,Solve the following and respond with only the final answer: What is 60 plus 71?,131,Solve the following and respond with only the final answer: What is 60 plus 19?
train,Solve the following and respond with only the final answer: 95+12=,107,Solve the following and respond with only the final answer: 95+13=
train,Solve the following and respond with only the final answer: What is 53 plus 46?,99,Solve the following and respond with only the final answer: What is 53 plus 71?
